{'loss': 2.6159, 'grad_norm': nan, 'learning_rate': 0.0, 'epoch': 0.0}
{'loss': 0.027, 'grad_norm': 2.262479305267334, 'learning_rate': 4.539333333333334e-05, 'epoch': 7.33}
{'loss': 0.0277, 'grad_norm': 0.4798926115036011, 'learning_rate': 4.537111111111111e-05, 'epoch': 7.35}
{'loss': 0.023, 'grad_norm': 0.48750555515289307, 'learning_rate': 4.534888888888889e-05, 'epoch': 7.36}
{'loss': 0.0207, 'grad_norm': 0.1381990909576416, 'learning_rate': 4.532666666666667e-05, 'epoch': 7.38}
{'loss': 0.0215, 'grad_norm': 0.31573256850242615, 'learning_rate': 4.530444444444445e-05, 'epoch': 7.4}
{'loss': 0.0275, 'grad_norm': 2.069221019744873, 'learning_rate': 4.528222222222222e-05, 'epoch': 7.41}
{'loss': 0.0292, 'grad_norm': 1.0882806777954102, 'learning_rate': 4.5260000000000004e-05, 'epoch': 7.43}
{'loss': 0.0288, 'grad_norm': 0.3982037305831909, 'learning_rate': 4.523777777777778e-05, 'epoch': 7.44}
{'loss': 0.0344, 'grad_norm': 0.143939808011055, 'learning_rate': 4.521555555555555e-05, 'epoch': 7.46}
{'loss': 0.0273, 'grad_norm': 0.17816504836082458, 'learning_rate': 4.519333333333334e-05, 'epoch': 7.48}
{'loss': 0.0195, 'grad_norm': 1.0786360502243042, 'learning_rate': 4.5171111111111114e-05, 'epoch': 7.49}
{'loss': 0.0305, 'grad_norm': 0.3896505534648895, 'learning_rate': 4.514888888888889e-05, 'epoch': 7.51}
{'loss': 0.0193, 'grad_norm': 2.267376184463501, 'learning_rate': 4.512666666666667e-05, 'epoch': 7.52}
{'loss': 0.0323, 'grad_norm': 1.010993242263794, 'learning_rate': 4.510444444444445e-05, 'epoch': 7.54}
{'loss': 0.0139, 'grad_norm': 0.2012391835451126, 'learning_rate': 4.5082222222222225e-05, 'epoch': 7.56}
{'loss': 0.0188, 'grad_norm': 1.1369922161102295, 'learning_rate': 4.506e-05, 'epoch': 7.57}
{'loss': 0.0174, 'grad_norm': 0.02796274796128273, 'learning_rate': 4.503777777777778e-05, 'epoch': 7.59}
{'loss': 0.0281, 'grad_norm': 1.0027835369110107, 'learning_rate': 4.5015555555555554e-05, 'epoch': 7.6}
{'loss': 0.0246, 'grad_norm': 0.21280723810195923, 'learning_rate': 4.4993333333333335e-05, 'epoch': 7.62}
{'loss': 0.0289, 'grad_norm': 0.8014646768569946, 'learning_rate': 4.4971111111111116e-05, 'epoch': 7.64}
{'loss': 0.0244, 'grad_norm': 0.5787747502326965, 'learning_rate': 4.494888888888889e-05, 'epoch': 7.65}
{'loss': 0.0238, 'grad_norm': 0.04604988172650337, 'learning_rate': 4.4926666666666665e-05, 'epoch': 7.67}
{'loss': 0.0213, 'grad_norm': 0.561303436756134, 'learning_rate': 4.490444444444445e-05, 'epoch': 7.68}
{'loss': 0.0275, 'grad_norm': 0.3396313190460205, 'learning_rate': 4.4882222222222227e-05, 'epoch': 7.7}
{'loss': 0.035, 'grad_norm': 0.0819113701581955, 'learning_rate': 4.486e-05, 'epoch': 7.72}
{'loss': 0.0299, 'grad_norm': 0.34853512048721313, 'learning_rate': 4.483777777777778e-05, 'epoch': 7.73}
{'loss': 0.017, 'grad_norm': 0.6205777525901794, 'learning_rate': 4.4815555555555556e-05, 'epoch': 7.75}
{'loss': 0.0322, 'grad_norm': 0.8892594575881958, 'learning_rate': 4.479333333333334e-05, 'epoch': 7.76}
{'loss': 0.0267, 'grad_norm': 2.506255626678467, 'learning_rate': 4.477111111111111e-05, 'epoch': 7.78}
{'loss': 0.035, 'grad_norm': 0.5559157133102417, 'learning_rate': 4.474888888888889e-05, 'epoch': 7.8}
{'loss': 0.0643, 'grad_norm': 10.648000717163086, 'learning_rate': 4.4726666666666666e-05, 'epoch': 7.81}
{'loss': 0.0379, 'grad_norm': 0.44330132007598877, 'learning_rate': 4.470444444444445e-05, 'epoch': 7.83}
{'loss': 0.0471, 'grad_norm': 3.061469316482544, 'learning_rate': 4.468222222222223e-05, 'epoch': 7.84}
{'loss': 0.0225, 'grad_norm': 0.9409142136573792, 'learning_rate': 4.466e-05, 'epoch': 7.86}
{'loss': 0.0324, 'grad_norm': 0.17379792034626007, 'learning_rate': 4.463777777777778e-05, 'epoch': 7.88}
{'loss': 0.0238, 'grad_norm': 0.48079848289489746, 'learning_rate': 4.461555555555556e-05, 'epoch': 7.89}
{'loss': 0.0214, 'grad_norm': 2.587757110595703, 'learning_rate': 4.459333333333334e-05, 'epoch': 7.91}
{'loss': 0.0208, 'grad_norm': 0.23894700407981873, 'learning_rate': 4.457111111111111e-05, 'epoch': 7.92}
{'loss': 0.0235, 'grad_norm': 0.053645964711904526, 'learning_rate': 4.454888888888889e-05, 'epoch': 7.94}
{'loss': 0.0412, 'grad_norm': 1.1209954023361206, 'learning_rate': 4.452666666666667e-05, 'epoch': 7.96}
{'loss': 0.0275, 'grad_norm': 0.3842713236808777, 'learning_rate': 4.450444444444445e-05, 'epoch': 7.97}
{'loss': 0.0186, 'grad_norm': 1.0072323083877563, 'learning_rate': 4.4482222222222224e-05, 'epoch': 7.99}
{'loss': 0.0245, 'grad_norm': 0.9517165422439575, 'learning_rate': 4.4460000000000005e-05, 'epoch': 8.0}
{'loss': 0.0218, 'grad_norm': 0.4744253158569336, 'learning_rate': 4.443777777777778e-05, 'epoch': 8.02}
{'loss': 0.0244, 'grad_norm': 0.13043874502182007, 'learning_rate': 4.441555555555556e-05, 'epoch': 8.04}
{'loss': 0.0254, 'grad_norm': 0.8161177039146423, 'learning_rate': 4.4393333333333334e-05, 'epoch': 8.05}
{'loss': 0.0253, 'grad_norm': 4.52976655960083, 'learning_rate': 4.4371111111111115e-05, 'epoch': 8.07}
{'loss': 0.0248, 'grad_norm': 0.5454375147819519, 'learning_rate': 4.434888888888889e-05, 'epoch': 8.08}
{'loss': 0.025, 'grad_norm': 3.537932872772217, 'learning_rate': 4.4326666666666664e-05, 'epoch': 8.1}
{'loss': 0.0275, 'grad_norm': 1.9391535520553589, 'learning_rate': 4.430444444444445e-05, 'epoch': 8.12}
{'loss': 0.0278, 'grad_norm': 0.9909805059432983, 'learning_rate': 4.4282222222222226e-05, 'epoch': 8.13}
{'loss': 0.0414, 'grad_norm': 5.9002838134765625, 'learning_rate': 4.426e-05, 'epoch': 8.15}
{'loss': 0.0317, 'grad_norm': 1.4708234071731567, 'learning_rate': 4.423777777777778e-05, 'epoch': 8.16}
{'loss': 0.0225, 'grad_norm': 0.2659505009651184, 'learning_rate': 4.421555555555556e-05, 'epoch': 8.18}
{'loss': 0.0399, 'grad_norm': 1.2603636980056763, 'learning_rate': 4.4193333333333336e-05, 'epoch': 8.2}
{'loss': 0.0332, 'grad_norm': 0.6402308940887451, 'learning_rate': 4.417111111111111e-05, 'epoch': 8.21}
{'loss': 0.027, 'grad_norm': 0.218565434217453, 'learning_rate': 4.414888888888889e-05, 'epoch': 8.23}
{'loss': 0.0249, 'grad_norm': 2.2912988662719727, 'learning_rate': 4.4126666666666665e-05, 'epoch': 8.24}
{'loss': 0.0361, 'grad_norm': 0.6138774752616882, 'learning_rate': 4.4104444444444446e-05, 'epoch': 8.26}
{'loss': 0.027, 'grad_norm': 1.074334740638733, 'learning_rate': 4.408222222222223e-05, 'epoch': 8.28}
{'loss': 0.0276, 'grad_norm': 0.7519720196723938, 'learning_rate': 4.406e-05, 'epoch': 8.29}
{'loss': 0.0287, 'grad_norm': 0.1817259043455124, 'learning_rate': 4.4037777777777776e-05, 'epoch': 8.31}
{'loss': 0.0339, 'grad_norm': 0.6312589645385742, 'learning_rate': 4.401555555555556e-05, 'epoch': 8.32}
{'loss': 0.0209, 'grad_norm': 2.0051565170288086, 'learning_rate': 4.399333333333334e-05, 'epoch': 8.34}
{'loss': 0.0303, 'grad_norm': 0.24153830111026764, 'learning_rate': 4.397111111111111e-05, 'epoch': 8.36}
{'loss': 0.0295, 'grad_norm': 0.1898941546678543, 'learning_rate': 4.3948888888888886e-05, 'epoch': 8.37}
{'loss': 0.0279, 'grad_norm': 0.6114816665649414, 'learning_rate': 4.3926666666666674e-05, 'epoch': 8.39}
{'loss': 0.0256, 'grad_norm': 1.5104976892471313, 'learning_rate': 4.390444444444445e-05, 'epoch': 8.4}
{'loss': 0.0211, 'grad_norm': 0.13820955157279968, 'learning_rate': 4.388222222222222e-05, 'epoch': 8.42}
{'loss': 0.0255, 'grad_norm': 12.817924499511719, 'learning_rate': 4.3860000000000004e-05, 'epoch': 8.44}
{'loss': 0.0306, 'grad_norm': 1.056889533996582, 'learning_rate': 4.383777777777778e-05, 'epoch': 8.45}
{'loss': 0.0287, 'grad_norm': 0.28999748826026917, 'learning_rate': 4.381555555555556e-05, 'epoch': 8.47}
{'loss': 0.0373, 'grad_norm': 32.71097946166992, 'learning_rate': 4.379333333333333e-05, 'epoch': 8.48}
{'loss': 0.0232, 'grad_norm': 2.3983795642852783, 'learning_rate': 4.3771111111111114e-05, 'epoch': 8.5}
{'loss': 0.025, 'grad_norm': 0.07331160455942154, 'learning_rate': 4.374888888888889e-05, 'epoch': 8.52}
{'loss': 0.0242, 'grad_norm': 2.2396011352539062, 'learning_rate': 4.372666666666667e-05, 'epoch': 8.53}
{'loss': 0.0292, 'grad_norm': 0.11619355529546738, 'learning_rate': 4.370444444444445e-05, 'epoch': 8.55}
{'loss': 0.0358, 'grad_norm': 1.2412774562835693, 'learning_rate': 4.3682222222222224e-05, 'epoch': 8.56}
{'loss': 0.0256, 'grad_norm': 2.220769166946411, 'learning_rate': 4.366e-05, 'epoch': 8.58}
{'loss': 0.0383, 'grad_norm': 2.463693141937256, 'learning_rate': 4.363777777777778e-05, 'epoch': 8.6}
{'loss': 0.0371, 'grad_norm': 8.822172164916992, 'learning_rate': 4.361555555555556e-05, 'epoch': 8.61}
{'loss': 0.0275, 'grad_norm': 4.796674728393555, 'learning_rate': 4.3593333333333335e-05, 'epoch': 8.63}
{'loss': 0.0382, 'grad_norm': 0.5963789224624634, 'learning_rate': 4.357111111111111e-05, 'epoch': 8.64}
{'loss': 0.0264, 'grad_norm': 0.5987560749053955, 'learning_rate': 4.354888888888889e-05, 'epoch': 8.66}
{'loss': 0.0379, 'grad_norm': 64.31748962402344, 'learning_rate': 4.352666666666667e-05, 'epoch': 8.68}
{'loss': 0.0218, 'grad_norm': 0.18499736487865448, 'learning_rate': 4.3504444444444445e-05, 'epoch': 8.69}
{'loss': 0.0283, 'grad_norm': 1.071217656135559, 'learning_rate': 4.3482222222222226e-05, 'epoch': 8.71}
{'loss': 0.0392, 'grad_norm': 0.820455014705658, 'learning_rate': 4.346e-05, 'epoch': 8.72}
{'loss': 0.0388, 'grad_norm': 1.7270169258117676, 'learning_rate': 4.3437777777777775e-05, 'epoch': 8.74}
{'loss': 0.7886, 'grad_norm': 606.9664916992188, 'learning_rate': 4.3422222222222224e-05, 'epoch': 8.76}
{'loss': 0.8814, 'grad_norm': 88.76610565185547, 'learning_rate': 4.3400000000000005e-05, 'epoch': 8.77}
{'loss': 0.2616, 'grad_norm': 22.284751892089844, 'learning_rate': 4.337777777777778e-05, 'epoch': 8.79}
{'loss': 0.2055, 'grad_norm': 1.6316882371902466, 'learning_rate': 4.335555555555556e-05, 'epoch': 8.8}
{'loss': 0.2351, 'grad_norm': 5.264618873596191, 'learning_rate': 4.3333333333333334e-05, 'epoch': 8.82}
{'loss': 0.2476, 'grad_norm': 21.281396865844727, 'learning_rate': 4.3311111111111115e-05, 'epoch': 8.84}
{'loss': 0.2155, 'grad_norm': 0.5769423842430115, 'learning_rate': 4.328888888888889e-05, 'epoch': 8.85}
{'loss': 0.1992, 'grad_norm': 1.2972829341888428, 'learning_rate': 4.3266666666666664e-05, 'epoch': 8.87}
{'loss': 0.2332, 'grad_norm': 11.703810691833496, 'learning_rate': 4.324444444444445e-05, 'epoch': 8.88}
{'loss': 0.2229, 'grad_norm': 0.9362384676933289, 'learning_rate': 4.3222222222222226e-05, 'epoch': 8.9}
{'loss': 0.2099, 'grad_norm': 1.9756542444229126, 'learning_rate': 4.32e-05, 'epoch': 8.92}
{'loss': 0.2123, 'grad_norm': 3.068443536758423, 'learning_rate': 4.317777777777778e-05, 'epoch': 8.93}
{'loss': 0.2072, 'grad_norm': 2.7479805946350098, 'learning_rate': 4.315555555555556e-05, 'epoch': 8.95}
{'loss': 0.2037, 'grad_norm': 1.0530966520309448, 'learning_rate': 4.3133333333333336e-05, 'epoch': 8.96}
{'loss': 0.2011, 'grad_norm': 1.8314096927642822, 'learning_rate': 4.311111111111111e-05, 'epoch': 8.98}
{'loss': 0.1627, 'grad_norm': 0.9176151752471924, 'learning_rate': 4.308888888888889e-05, 'epoch': 9.0}
{'loss': 0.1423, 'grad_norm': 0.4032607972621918, 'learning_rate': 4.3066666666666665e-05, 'epoch': 9.01}
{'loss': 0.1484, 'grad_norm': 2.132779359817505, 'learning_rate': 4.3044444444444446e-05, 'epoch': 9.03}
{'loss': 0.1604, 'grad_norm': 5.571687698364258, 'learning_rate': 4.302222222222223e-05, 'epoch': 9.04}
{'loss': 0.175, 'grad_norm': 7.9070281982421875, 'learning_rate': 4.3e-05, 'epoch': 9.06}
{'loss': 0.0777, 'grad_norm': 3.1579666137695312, 'learning_rate': 4.2977777777777776e-05, 'epoch': 9.08}
{'loss': 0.0339, 'grad_norm': 1.2434102296829224, 'learning_rate': 4.295555555555556e-05, 'epoch': 9.09}
{'loss': 0.0391, 'grad_norm': 1.8956013917922974, 'learning_rate': 4.293333333333334e-05, 'epoch': 9.11}
{'loss': 0.066, 'grad_norm': 1.1301932334899902, 'learning_rate': 4.291111111111111e-05, 'epoch': 9.12}
{'loss': 0.0553, 'grad_norm': 1.9505927562713623, 'learning_rate': 4.2888888888888886e-05, 'epoch': 9.14}
{'loss': 0.0545, 'grad_norm': 1.0511399507522583, 'learning_rate': 4.286666666666667e-05, 'epoch': 9.16}
{'loss': 0.035, 'grad_norm': 0.29524901509284973, 'learning_rate': 4.284444444444445e-05, 'epoch': 9.17}
{'loss': 0.0299, 'grad_norm': 5.643640518188477, 'learning_rate': 4.282222222222222e-05, 'epoch': 9.19}
{'loss': 0.0229, 'grad_norm': 3.3909389972686768, 'learning_rate': 4.2800000000000004e-05, 'epoch': 9.2}
{'loss': 0.0271, 'grad_norm': 0.8416227698326111, 'learning_rate': 4.277777777777778e-05, 'epoch': 9.22}
{'loss': 0.0412, 'grad_norm': 9.610156059265137, 'learning_rate': 4.275555555555556e-05, 'epoch': 9.24}
{'loss': 0.1069, 'grad_norm': 4.611475944519043, 'learning_rate': 4.273333333333333e-05, 'epoch': 9.25}
{'loss': 0.2579, 'grad_norm': 103.88805389404297, 'learning_rate': 4.2711111111111114e-05, 'epoch': 9.27}
{'loss': 0.2173, 'grad_norm': 1.452534556388855, 'learning_rate': 4.268888888888889e-05, 'epoch': 9.28}
{'loss': 0.1813, 'grad_norm': 33.85969924926758, 'learning_rate': 4.266666666666667e-05, 'epoch': 9.3}
{'loss': 0.2337, 'grad_norm': 14.270076751708984, 'learning_rate': 4.264444444444445e-05, 'epoch': 9.32}
{'loss': 0.21, 'grad_norm': 7.782433986663818, 'learning_rate': 4.2622222222222224e-05, 'epoch': 9.33}
{'loss': 0.1516, 'grad_norm': 9.635523796081543, 'learning_rate': 4.26e-05, 'epoch': 9.35}
{'loss': 0.0976, 'grad_norm': 3.9933462142944336, 'learning_rate': 4.257777777777778e-05, 'epoch': 9.36}
{'loss': 0.0915, 'grad_norm': 3.5269079208374023, 'learning_rate': 4.255555555555556e-05, 'epoch': 9.38}
{'loss': 0.1424, 'grad_norm': 5.145110130310059, 'learning_rate': 4.2533333333333335e-05, 'epoch': 9.4}
{'loss': 0.0767, 'grad_norm': 3.7871928215026855, 'learning_rate': 4.2511111111111116e-05, 'epoch': 9.41}
{'loss': 0.0569, 'grad_norm': 2.543966293334961, 'learning_rate': 4.248888888888889e-05, 'epoch': 9.43}
{'loss': 0.0327, 'grad_norm': 6.446907997131348, 'learning_rate': 4.246666666666667e-05, 'epoch': 9.44}
{'loss': 0.0387, 'grad_norm': 0.6885887384414673, 'learning_rate': 4.2444444444444445e-05, 'epoch': 9.46}
{'loss': 0.0454, 'grad_norm': 7.818843841552734, 'learning_rate': 4.2422222222222226e-05, 'epoch': 9.48}
{'loss': 0.0347, 'grad_norm': 0.8743798732757568, 'learning_rate': 4.24e-05, 'epoch': 9.49}
{'loss': 0.0287, 'grad_norm': 0.9586161971092224, 'learning_rate': 4.2377777777777775e-05, 'epoch': 9.51}
{'loss': 0.0268, 'grad_norm': 3.1774954795837402, 'learning_rate': 4.235555555555556e-05, 'epoch': 9.52}
{'loss': 0.0337, 'grad_norm': 2.290290355682373, 'learning_rate': 4.233333333333334e-05, 'epoch': 9.54}
{'loss': 0.0337, 'grad_norm': 2.439885377883911, 'learning_rate': 4.231111111111111e-05, 'epoch': 9.56}
{'loss': 0.022, 'grad_norm': 0.8117972612380981, 'learning_rate': 4.228888888888889e-05, 'epoch': 9.57}
{'loss': 0.0328, 'grad_norm': 0.7452302575111389, 'learning_rate': 4.226666666666667e-05, 'epoch': 9.59}
{'loss': 0.0193, 'grad_norm': 0.28608453273773193, 'learning_rate': 4.224444444444445e-05, 'epoch': 9.6}
{'loss': 0.0309, 'grad_norm': 0.3292821943759918, 'learning_rate': 4.222222222222222e-05, 'epoch': 9.62}
{'loss': 0.0293, 'grad_norm': 0.7671489119529724, 'learning_rate': 4.22e-05, 'epoch': 9.64}
{'loss': 0.0271, 'grad_norm': 2.430556058883667, 'learning_rate': 4.217777777777778e-05, 'epoch': 9.65}
{'loss': 0.0406, 'grad_norm': 24.250577926635742, 'learning_rate': 4.215555555555556e-05, 'epoch': 9.67}
{'loss': 0.0346, 'grad_norm': 0.14336591958999634, 'learning_rate': 4.213333333333334e-05, 'epoch': 9.68}
{'loss': 0.0292, 'grad_norm': 0.12637099623680115, 'learning_rate': 4.211111111111111e-05, 'epoch': 9.7}
{'loss': 0.0425, 'grad_norm': 0.5827966332435608, 'learning_rate': 4.208888888888889e-05, 'epoch': 9.72}
{'loss': 0.0296, 'grad_norm': 1.3654959201812744, 'learning_rate': 4.206666666666667e-05, 'epoch': 9.73}
{'loss': 0.0364, 'grad_norm': 12.454516410827637, 'learning_rate': 4.204444444444445e-05, 'epoch': 9.75}
{'loss': 0.0371, 'grad_norm': 1.2646535634994507, 'learning_rate': 4.2022222222222223e-05, 'epoch': 9.76}
{'loss': 0.0219, 'grad_norm': 0.6046749949455261, 'learning_rate': 4.2e-05, 'epoch': 9.78}
{'loss': 0.0261, 'grad_norm': 0.42044001817703247, 'learning_rate': 4.1977777777777785e-05, 'epoch': 9.8}
{'loss': 0.0392, 'grad_norm': 1.2140991687774658, 'learning_rate': 4.195555555555556e-05, 'epoch': 9.81}
{'loss': 0.0344, 'grad_norm': 0.3800660967826843, 'learning_rate': 4.1933333333333334e-05, 'epoch': 9.83}
{'loss': 0.0305, 'grad_norm': 1.5053454637527466, 'learning_rate': 4.1911111111111115e-05, 'epoch': 9.84}
{'loss': 0.0365, 'grad_norm': 2.411777973175049, 'learning_rate': 4.188888888888889e-05, 'epoch': 9.86}
{'loss': 0.0251, 'grad_norm': 0.37655603885650635, 'learning_rate': 4.186666666666667e-05, 'epoch': 9.88}
{'loss': 0.0322, 'grad_norm': 0.7654308676719666, 'learning_rate': 4.1844444444444444e-05, 'epoch': 9.89}
{'loss': 0.0324, 'grad_norm': 0.190464049577713, 'learning_rate': 4.1822222222222225e-05, 'epoch': 9.91}
{'loss': 0.0227, 'grad_norm': 0.7396954894065857, 'learning_rate': 4.18e-05, 'epoch': 9.92}
{'loss': 0.0304, 'grad_norm': 0.810728907585144, 'learning_rate': 4.177777777777778e-05, 'epoch': 9.94}
{'loss': 0.0304, 'grad_norm': 1.1017385721206665, 'learning_rate': 4.175555555555556e-05, 'epoch': 9.96}
{'loss': 0.0286, 'grad_norm': 1.1785285472869873, 'learning_rate': 4.1733333333333336e-05, 'epoch': 9.97}
{'loss': 0.0369, 'grad_norm': 1.666458249092102, 'learning_rate': 4.171111111111111e-05, 'epoch': 9.99}
{'loss': 0.0315, 'grad_norm': 6.259317874908447, 'learning_rate': 4.168888888888889e-05, 'epoch': 10.01}
{'loss': 0.0348, 'grad_norm': 1.0585671663284302, 'learning_rate': 4.166666666666667e-05, 'epoch': 10.02}
{'loss': 0.0473, 'grad_norm': 1.8479743003845215, 'learning_rate': 4.1644444444444446e-05, 'epoch': 10.04}
{'loss': 0.033, 'grad_norm': 0.3377038240432739, 'learning_rate': 4.162222222222222e-05, 'epoch': 10.05}
{'loss': 0.0381, 'grad_norm': 0.25280630588531494, 'learning_rate': 4.16e-05, 'epoch': 10.07}
{'loss': 0.03, 'grad_norm': 0.435232937335968, 'learning_rate': 4.157777777777778e-05, 'epoch': 10.09}
{'loss': 0.0424, 'grad_norm': 0.534247636795044, 'learning_rate': 4.155555555555556e-05, 'epoch': 10.1}
{'loss': 0.0252, 'grad_norm': 0.5414749979972839, 'learning_rate': 4.153333333333334e-05, 'epoch': 10.12}
{'loss': 0.0366, 'grad_norm': 0.42377883195877075, 'learning_rate': 4.151111111111111e-05, 'epoch': 10.13}
{'loss': 0.0285, 'grad_norm': 0.24740274250507355, 'learning_rate': 4.1488888888888886e-05, 'epoch': 10.15}
{'loss': 0.0203, 'grad_norm': 0.21094642579555511, 'learning_rate': 4.146666666666667e-05, 'epoch': 10.17}
{'loss': 0.0337, 'grad_norm': 1.583952784538269, 'learning_rate': 4.144444444444445e-05, 'epoch': 10.18}
{'loss': 0.0305, 'grad_norm': 0.32272717356681824, 'learning_rate': 4.142222222222222e-05, 'epoch': 10.2}
{'loss': 0.0314, 'grad_norm': 2.0313568115234375, 'learning_rate': 4.14e-05, 'epoch': 10.21}
{'loss': 0.0315, 'grad_norm': 0.6739866733551025, 'learning_rate': 4.1377777777777784e-05, 'epoch': 10.23}
{'loss': 0.0322, 'grad_norm': 0.8027544021606445, 'learning_rate': 4.135555555555556e-05, 'epoch': 10.25}
{'loss': 0.0291, 'grad_norm': 1.337365746498108, 'learning_rate': 4.133333333333333e-05, 'epoch': 10.26}
{'loss': 0.0452, 'grad_norm': 0.18059735000133514, 'learning_rate': 4.1311111111111114e-05, 'epoch': 10.28}
{'loss': 0.0297, 'grad_norm': 0.8138454556465149, 'learning_rate': 4.1288888888888895e-05, 'epoch': 10.29}
{'loss': 0.0398, 'grad_norm': 2.9657297134399414, 'learning_rate': 4.126666666666667e-05, 'epoch': 10.31}
{'loss': 0.033, 'grad_norm': 0.08684760332107544, 'learning_rate': 4.124444444444444e-05, 'epoch': 10.33}
{'loss': 0.0267, 'grad_norm': 0.4335465729236603, 'learning_rate': 4.1222222222222224e-05, 'epoch': 10.34}
{'loss': 0.0237, 'grad_norm': 0.39174914360046387, 'learning_rate': 4.12e-05, 'epoch': 10.36}
{'loss': 0.026, 'grad_norm': 2.649296522140503, 'learning_rate': 4.117777777777778e-05, 'epoch': 10.37}
{'loss': 0.0277, 'grad_norm': 0.6673293113708496, 'learning_rate': 4.115555555555556e-05, 'epoch': 10.39}
{'loss': 0.0416, 'grad_norm': 2.125812530517578, 'learning_rate': 4.1133333333333335e-05, 'epoch': 10.41}
{'loss': 0.0243, 'grad_norm': 0.1801237165927887, 'learning_rate': 4.111111111111111e-05, 'epoch': 10.42}
{'loss': 0.0198, 'grad_norm': 1.1357568502426147, 'learning_rate': 4.10888888888889e-05, 'epoch': 10.44}
{'loss': 0.0375, 'grad_norm': 0.058904990553855896, 'learning_rate': 4.106666666666667e-05, 'epoch': 10.45}
{'loss': 0.0302, 'grad_norm': 0.5758999586105347, 'learning_rate': 4.1044444444444445e-05, 'epoch': 10.47}
{'loss': 0.0327, 'grad_norm': 0.6838327646255493, 'learning_rate': 4.1022222222222226e-05, 'epoch': 10.49}
{'loss': 0.0204, 'grad_norm': 0.5861947536468506, 'learning_rate': 4.1e-05, 'epoch': 10.5}
{'loss': 0.0207, 'grad_norm': 1.3538755178451538, 'learning_rate': 4.097777777777778e-05, 'epoch': 10.52}
{'loss': 0.0284, 'grad_norm': 0.28906166553497314, 'learning_rate': 4.0955555555555556e-05, 'epoch': 10.53}
{'loss': 0.0249, 'grad_norm': 0.47636279463768005, 'learning_rate': 4.093333333333334e-05, 'epoch': 10.55}
{'loss': 0.0286, 'grad_norm': 0.6133030652999878, 'learning_rate': 4.091111111111111e-05, 'epoch': 10.57}
{'loss': 0.0368, 'grad_norm': 2.587015151977539, 'learning_rate': 4.088888888888889e-05, 'epoch': 10.58}
{'loss': 0.0386, 'grad_norm': 0.6545450091362, 'learning_rate': 4.086666666666667e-05, 'epoch': 10.6}
{'loss': 0.0253, 'grad_norm': 0.40525031089782715, 'learning_rate': 4.084444444444445e-05, 'epoch': 10.61}
{'loss': 0.0295, 'grad_norm': 1.4517263174057007, 'learning_rate': 4.082222222222222e-05, 'epoch': 10.63}
{'loss': 0.0186, 'grad_norm': 0.18566100299358368, 'learning_rate': 4.08e-05, 'epoch': 10.65}
{'loss': 0.0266, 'grad_norm': 0.19935670495033264, 'learning_rate': 4.0777777777777783e-05, 'epoch': 10.66}
{'loss': 0.0225, 'grad_norm': 1.3857914209365845, 'learning_rate': 4.075555555555556e-05, 'epoch': 10.68}
{'loss': 0.0287, 'grad_norm': 0.5450136661529541, 'learning_rate': 4.073333333333333e-05, 'epoch': 10.69}
{'loss': 0.0271, 'grad_norm': 0.4461299777030945, 'learning_rate': 4.071111111111111e-05, 'epoch': 10.71}
{'loss': 0.024, 'grad_norm': 3.9487249851226807, 'learning_rate': 4.0688888888888894e-05, 'epoch': 10.73}
{'loss': 0.0225, 'grad_norm': 5.204808235168457, 'learning_rate': 4.066666666666667e-05, 'epoch': 10.74}
{'loss': 0.0282, 'grad_norm': 0.10685083270072937, 'learning_rate': 4.064444444444445e-05, 'epoch': 10.76}
{'loss': 0.0229, 'grad_norm': 1.098168134689331, 'learning_rate': 4.062222222222222e-05, 'epoch': 10.77}
{'loss': 0.0216, 'grad_norm': 0.193174347281456, 'learning_rate': 4.0600000000000004e-05, 'epoch': 10.79}
{'loss': 0.0324, 'grad_norm': 0.15480203926563263, 'learning_rate': 4.057777777777778e-05, 'epoch': 10.81}
{'loss': 0.0317, 'grad_norm': 0.3797052800655365, 'learning_rate': 4.055555555555556e-05, 'epoch': 10.82}
{'loss': 0.022, 'grad_norm': 0.6849737763404846, 'learning_rate': 4.0533333333333334e-05, 'epoch': 10.84}
{'loss': 0.0433, 'grad_norm': 3.9513375759124756, 'learning_rate': 4.051111111111111e-05, 'epoch': 10.85}
{'loss': 0.0334, 'grad_norm': 2.9734365940093994, 'learning_rate': 4.0488888888888896e-05, 'epoch': 10.87}
{'loss': 0.0311, 'grad_norm': 2.481318712234497, 'learning_rate': 4.046666666666667e-05, 'epoch': 10.89}
{'loss': 0.0349, 'grad_norm': 0.21475794911384583, 'learning_rate': 4.0444444444444444e-05, 'epoch': 10.9}
{'loss': 0.017, 'grad_norm': 11.025835037231445, 'learning_rate': 4.0422222222222225e-05, 'epoch': 10.92}
{'loss': 0.0292, 'grad_norm': 0.7532243728637695, 'learning_rate': 4.0400000000000006e-05, 'epoch': 10.93}
{'loss': 0.0402, 'grad_norm': 21.53730010986328, 'learning_rate': 4.037777777777778e-05, 'epoch': 10.95}
{'loss': 0.0209, 'grad_norm': 0.3962494134902954, 'learning_rate': 4.0355555555555555e-05, 'epoch': 10.97}
{'loss': 0.0361, 'grad_norm': 0.5856242775917053, 'learning_rate': 4.0333333333333336e-05, 'epoch': 10.98}
{'loss': 0.0238, 'grad_norm': 0.312677264213562, 'learning_rate': 4.031111111111111e-05, 'epoch': 11.0}
